data_date_utc,observed_at,repository_id,name,full_name,description,visibility,archived,fork,created_at,updated_at,pushed_at,size_kb,files,files_status,commits,stars,forks,subscribers
2026-09-22,2026-09-23T06:57:33Z,1382410031,mandat-communication,ForestTiger-GH/mandat-communication,,private,false,false,2026-09-22T22:09:32Z,2026-09-22T23:05:06Z,2026-09-22T23:05:02Z,152,11,exact,4,0,0,0
2026-09-23,2026-09-24T06:55:48Z,1382410031,mandat-communication,ForestTiger-GH/mandat-communication,Cognitive logic for autonomous communication,private,false,false,2026-09-22T22:09:32Z,2026-09-24T00:20:15Z,2026-09-24T00:20:12Z,576,22,exact,9,0,0,0
2026-09-24,2026-09-25T06:50:11Z,1382410031,mandat-communication,ForestTiger-GH/mandat-communication,Cognitive logic for autonomous communication,private,false,false,2026-09-22T22:09:32Z,2026-09-24T00:20:15Z,2026-09-24T00:20:12Z,576,22,exact,9,0,0,0
2026-09-25,2026-09-26T06:50:11Z,1382410031,mandat-communication,ForestTiger-GH/mandat-communication,Cognitive logic for autonomous communication,private,false,false,2026-09-22T22:09:32Z,2026-09-24T00:20:15Z,2026-09-24T00:20:12Z,576,22,exact,9,0,0,0
