data_date_utc,observed_at,repository_id,name,full_name,description,visibility,archived,fork,created_at,updated_at,pushed_at,size_kb,files,files_status,commits,stars,forks,subscribers
2026-09-22,2026-09-23T06:57:33Z,1169024420,lincore-dock-private,ForestTiger-GH/lincore-dock-private,LIN-Core API private connector,private,false,false,2026-02-28T04:27:44Z,2026-09-22T20:10:56Z,2026-03-05T15:43:02Z,69,48,exact,23,0,0,0
2026-09-23,2026-09-24T06:55:48Z,1169024420,lincore-dock-private,ForestTiger-GH/lincore-dock-private,LIN-Core API private connector,private,false,false,2026-02-28T04:27:44Z,2026-09-22T20:10:56Z,2026-03-05T15:43:02Z,69,48,exact,23,0,0,0
