activity_date_utc,commits,changed_file_occurrences,commits_with_unknown_changed_files,last_observed_at
2025-07-09,3,3,0,2026-09-25T06:50:11Z
2025-07-15,1,1,0,2026-09-25T06:50:11Z
2025-07-17,1,1,0,2026-09-25T06:50:11Z
2025-07-21,5,5,0,2026-09-25T06:50:11Z
2025-07-22,1,1,0,2026-09-25T06:50:11Z
2025-07-26,30,30,0,2026-09-25T06:50:11Z
2025-07-27,8,8,0,2026-09-25T06:50:11Z
2025-07-29,3,3,0,2026-09-25T06:50:11Z
2025-09-06,11,11,0,2026-09-25T06:50:11Z
