activity_date_utc,commits,changed_file_occurrences,commits_with_unknown_changed_files,last_observed_at
2026-09-10,57,77,0,2026-09-25T06:50:11Z
2026-09-11,47,47,0,2026-09-25T06:50:11Z
2026-09-15,101,101,0,2026-09-25T06:50:11Z
