activity_date_utc,commits,changed_file_occurrences,commits_with_unknown_changed_files,last_observed_at
2026-09-15,189,190,0,2026-09-22T20:28:31Z
2026-09-17,69,82,0,2026-09-22T20:28:31Z
2026-09-18,172,172,0,2026-09-22T20:28:31Z
