activity_date_utc,commits,changed_file_occurrences,commits_with_unknown_changed_files,last_observed_at
2026-09-21,12,12,0,2026-09-25T06:50:11Z
2026-09-22,211,264,0,2026-09-25T06:50:11Z
2026-09-23,5,101,0,2026-09-25T06:50:11Z
